area_id,Ordinary,Early Voting,Declared Facility,Absent,Postal,iVote,Enrolment / Provisional,Total Votes / Ballot Papers,% of Votes / Ballot Papers,Number of Quotas
lakemba,166,44,0,43,5,72,5,335,0.79 %,0.0017
lane-cove,602,102,2,87,46,117,27,983,1.96 %,0.0049
lismore,353,177,2,56,16,54,14,672,1.41 %,0.0033
liverpool,234,85,0,40,3,62,21,445,1.00 %,0.0022
londonderry,459,119,1,74,17,90,25,785,1.53 %,0.0039
macquarie-fields,291,79,2,63,7,65,21,528,1.02 %,0.0026
maitland,457,112,0,53,11,49,13,695,1.34 %,0.0034
manly,664,215,0,113,25,117,39,1173,2.45 %,0.0058
maroubra,368,85,0,55,13,89,12,622,1.33 %,0.0031
miranda,441,80,0,64,35,78,20,718,1.50 %,0.0035
monaro,402,169,1,33,38,65,26,734,1.51 %,0.0036
mount-druitt,228,61,0,41,5,58,24,417,0.91 %,0.0021
mulgoa,422,74,0,49,16,69,19,649,1.30 %,0.0032
murray,278,128,1,17,14,49,16,503,1.10 %,0.0025
myall-lakes,402,175,3,60,22,41,14,717,1.46 %,0.0035
newcastle,483,114,0,86,11,58,22,774,1.56 %,0.0038
newtown,271,67,0,89,8,79,31,545,1.17 %,0.0027
north-shore,516,152,2,101,26,117,31,945,1.99 %,0.0047
northern-tablelands,307,190,3,28,16,43,16,603,1.28 %,0.003
oatley,256,56,0,33,15,55,12,427,0.91 %,0.0021
orange,241,112,1,38,10,37,8,447,0.91 %,0.0022
oxley,629,184,7,105,25,71,21,1042,2.19 %,0.0052
parramatta,349,64,1,60,27,115,31,647,1.37 %,0.0032
penrith,481,89,0,57,16,67,21,731,1.54 %,0.0036
pittwater,865,332,0,113,38,76,26,1450,2.99 %,0.0072
port-macquarie,779,368,5,79,30,63,22,1346,2.60 %,0.0067
port-stephens,387,147,2,43,19,37,30,665,1.38 %,0.0033
prospect,218,37,1,52,10,59,10,387,0.86 %,0.0019
riverstone,287,93,0,48,5,105,19,557,1.05 %,0.0028
rockdale,296,55,1,40,10,52,15,469,1.01 %,0.0023
ryde,437,64,0,71,36,101,5,714,1.50 %,0.0035
seven-hills,371,67,0,51,22,74,9,594,1.29 %,0.0029
shellharbour,516,285,0,47,25,75,18,966,1.81 %,0.0048
south-coast,288,139,1,39,18,51,20,556,1.16 %,0.0027
strathfield,221,48,0,50,10,86,14,429,0.95 %,0.0021
summer-hill,261,116,1,54,14,67,17,530,1.11 %,0.0026
swansea,354,65,1,61,8,34,12,535,1.11 %,0.0026
sydney,417,80,1,81,16,117,17,729,1.69 %,0.0036
tamworth,320,182,2,33,15,31,14,597,1.21 %,0.003
terrigal,542,135,4,76,34,45,18,854,1.73 %,0.0042
the-entrance,444,121,3,77,21,65,12,743,1.57 %,0.0037
tweed,531,241,6,36,19,80,12,925,2.02 %,0.0046
upper-hunter,279,162,1,63,20,39,20,584,1.22 %,0.0029
vaucluse,350,95,2,52,24,88,17,628,1.38 %,0.0031
wagga-wagga,400,161,3,32,13,53,20,682,1.46 %,0.0034
wakehurst,779,107,1,133,41,89,27,1177,2.46 %,0.0058
wallsend,486,82,2,62,21,52,18,723,1.44 %,0.0036
willoughby,570,84,4,92,46,114,30,940,1.99 %,0.0046
wollondilly,511,130,1,67,26,42,19,796,1.60 %,0.0039
wollongong,564,130,0,61,24,89,27,895,1.80 %,0.0044
wyong,322,95,2,57,11,40,13,540,1.15 %,0.0027
